"lea_name","lea_id","state","year","homeschool_students"
"Maynard School District","0509570","AR","2017",45
"Maynard School District","0509570","AR","2018",42
"Maynard School District","0509570","AR","2019",31
"Maynard School District","0509570","AR","2020",103
"Maynard School District","0509570","AR","2021",72
"Maynard School District","0509570","AR","2022",81
"Mccrory School District","0509600","AR","2017",26
"Mccrory School District","0509600","AR","2018",41
"Mccrory School District","0509600","AR","2019",29
"Mccrory School District","0509600","AR","2020",39
"Mccrory School District","0509600","AR","2021",53
"Mccrory School District","0509600","AR","2022",35
"Mcgehee School District","0509630","AR","2017",25
"Mcgehee School District","0509630","AR","2018",26
"Mcgehee School District","0509630","AR","2019",32
"Mcgehee School District","0509630","AR","2020",30
"Mcgehee School District","0509630","AR","2021",27
"Mcgehee School District","0509630","AR","2022",22
"Melbourne School District","0509720","AR","2017",47
"Melbourne School District","0509720","AR","2018",49
"Melbourne School District","0509720","AR","2019",56
"Melbourne School District","0509720","AR","2020",83
"Melbourne School District","0509720","AR","2021",89
"Melbourne School District","0509720","AR","2022",78
"Mena School District","0509750","AR","2017",158
"Mena School District","0509750","AR","2018",142
"Mena School District","0509750","AR","2019",149
"Mena School District","0509750","AR","2020",217
"Mena School District","0509750","AR","2021",171
"Mena School District","0509750","AR","2022",183
"Midland School District","0500020","AR","2017",45
"Midland School District","0500020","AR","2018",59
"Midland School District","0500020","AR","2019",64
"Midland School District","0500020","AR","2020",76
"Midland School District","0500020","AR","2021",84
"Midland School District","0500020","AR","2022",94
"Monticello School District","0509840","AR","2017",43
"Monticello School District","0509840","AR","2018",35
"Monticello School District","0509840","AR","2019",43
"Monticello School District","0509840","AR","2020",95
"Monticello School District","0509840","AR","2021",75
"Monticello School District","0509840","AR","2022",73
"Mount Ida School District","0509990","AR","2017",43
"Mount Ida School District","0509990","AR","2018",41
"Mount Ida School District","0509990","AR","2019",37
"Mount Ida School District","0509990","AR","2020",53
"Mount Ida School District","0509990","AR","2021",53
"Mount Ida School District","0509990","AR","2022",55
"Mountain Home School District","0500043","AR","2017",214
"Mountain Home School District","0500043","AR","2018",246
"Mountain Home School District","0500043","AR","2019",229
"Mountain Home School District","0500043","AR","2020",283
"Mountain Home School District","0500043","AR","2021",284
"Mountain Home School District","0500043","AR","2022",321
"Mountain Pine School District","0510170","AR","2017",27
"Mountain Pine School District","0510170","AR","2018",43
"Mountain Pine School District","0510170","AR","2019",43
"Mountain Pine School District","0510170","AR","2020",37
"Mountain Pine School District","0510170","AR","2021",49
"Mountain Pine School District","0510170","AR","2022",59
"Mountain View School District","0510200","AR","2017",220
"Mountain View School District","0510200","AR","2018",208
"Mountain View School District","0510200","AR","2019",220
"Mountain View School District","0510200","AR","2020",306
"Mountain View School District","0510200","AR","2021",334
"Mountain View School District","0510200","AR","2022",323
"Mountainburg School District","0510260","AR","2017",51
"Mountainburg School District","0510260","AR","2018",50
"Mountainburg School District","0510260","AR","2019",56
"Mountainburg School District","0510260","AR","2020",85
"Mountainburg School District","0510260","AR","2021",73
"Mountainburg School District","0510260","AR","2022",80
"Nashville School District","0510380","AR","2017",53
"Nashville School District","0510380","AR","2018",63
"Nashville School District","0510380","AR","2019",66
"Nashville School District","0510380","AR","2020",106
"Nashville School District","0510380","AR","2021",91
"Nashville School District","0510380","AR","2022",89
"Nemo Vista School District","0510410","AR","2017",9
"Nemo Vista School District","0510410","AR","2018",22
"Nemo Vista School District","0510410","AR","2019",22
"Nemo Vista School District","0510410","AR","2020",35
"Nemo Vista School District","0510410","AR","2021",35
"Nemo Vista School District","0510410","AR","2022",43
"Nettleton School District","0510440","AR","2017",121
"Nettleton School District","0510440","AR","2018",123
"Nettleton School District","0510440","AR","2019",129
"Nettleton School District","0510440","AR","2020",169
"Nettleton School District","0510440","AR","2021",173
"Nettleton School District","0510440","AR","2022",157
"Nevada School District","0500030","AR","2017",31
"Nevada School District","0500030","AR","2018",26
"Nevada School District","0500030","AR","2019",47
"Nevada School District","0500030","AR","2020",46
"Nevada School District","0500030","AR","2021",44
"Nevada School District","0500030","AR","2022",40
"Norfork School District","0510560","AR","2017",24
"Norfork School District","0510560","AR","2018",16
"Norfork School District","0510560","AR","2019",12
"Norfork School District","0510560","AR","2020",20
"Norfork School District","0510560","AR","2021",52
"Norfork School District","0510560","AR","2022",43
"Omaha School District","0510920","AR","2017",39
"Omaha School District","0510920","AR","2018",46
"Omaha School District","0510920","AR","2019",45
"Omaha School District","0510920","AR","2020",53
"Omaha School District","0510920","AR","2021",61
"Omaha School District","0510920","AR","2022",50
"Ouachita River School District","0500073","AR","2017",39
"Ouachita River School District","0500073","AR","2018",43
"Ouachita River School District","0500073","AR","2019",26
"Ouachita River School District","0500073","AR","2020",31
"Ouachita River School District","0500073","AR","2021",37
"Ouachita River School District","0500073","AR","2022",39
"Ouachita School District","0510980","AR","2017",20
"Ouachita School District","0510980","AR","2018",14
"Ouachita School District","0510980","AR","2019",19
"Ouachita School District","0510980","AR","2020",23
"Ouachita School District","0510980","AR","2021",24
"Ouachita School District","0510980","AR","2022",20
"Ozark Mountain School District","0500076","AR","2017",63
"Ozark Mountain School District","0500076","AR","2018",58
"Ozark Mountain School District","0500076","AR","2019",57
"Ozark Mountain School District","0500076","AR","2020",79
"Ozark Mountain School District","0500076","AR","2021",118
"Ozark Mountain School District","0500076","AR","2022",90
"Ozark School District","0511010","AR","2017",95
"Ozark School District","0511010","AR","2018",105
"Ozark School District","0511010","AR","2019",56
"Ozark School District","0511010","AR","2020",143
"Ozark School District","0511010","AR","2021",145
"Ozark School District","0511010","AR","2022",135
"Palestine-Wheatley Sch. Dist.","0500051","AR","2017",15
"Palestine-Wheatley Sch. Dist.","0500051","AR","2018",20
"Palestine-Wheatley Sch. Dist.","0500051","AR","2019",15
"Palestine-Wheatley Sch. Dist.","0500051","AR","2020",17
"Palestine-Wheatley Sch. Dist.","0500051","AR","2021",19
"Palestine-Wheatley Sch. Dist.","0500051","AR","2022",13
"Pangburn School District","0511070","AR","2017",40
"Pangburn School District","0511070","AR","2018",39
"Pangburn School District","0511070","AR","2019",49
"Pangburn School District","0511070","AR","2020",61
"Pangburn School District","0511070","AR","2021",94
"Pangburn School District","0511070","AR","2022",78
"Paragould School District","0500017","AR","2017",165
"Paragould School District","0500017","AR","2018",198
"Paragould School District","0500017","AR","2019",184
"Paragould School District","0500017","AR","2020",260
"Paragould School District","0500017","AR","2021",279
"Paragould School District","0500017","AR","2022",245
"Paris School District","0511130","AR","2017",43
"Paris School District","0511130","AR","2018",46
"Paris School District","0511130","AR","2019",35
"Paris School District","0511130","AR","2020",60
"Paris School District","0511130","AR","2021",70
"Paris School District","0511130","AR","2022",66
"Parkers Chapel School Dist.","0511220","AR","2017",7
"Parkers Chapel School Dist.","0511220","AR","2018",8
"Parkers Chapel School Dist.","0511220","AR","2019",14
"Parkers Chapel School Dist.","0511220","AR","2020",26
"Parkers Chapel School Dist.","0511220","AR","2021",25
"Parkers Chapel School Dist.","0511220","AR","2022",26
"Pea Ridge School District","0503030","AR","2017",134
"Pea Ridge School District","0503030","AR","2018",110
"Pea Ridge School District","0503030","AR","2019",125
"Pea Ridge School District","0503030","AR","2020",170
"Pea Ridge School District","0503030","AR","2021",171
"Pea Ridge School District","0503030","AR","2022",210
"Perryville School District","0511340","AR","2017",30
"Perryville School District","0511340","AR","2018",29
"Perryville School District","0511340","AR","2019",25
"Perryville School District","0511340","AR","2020",40
"Perryville School District","0511340","AR","2021",36
"Perryville School District","0511340","AR","2022",42
"Piggott School District","0511370","AR","2017",40
"Piggott School District","0511370","AR","2018",38
"Piggott School District","0511370","AR","2019",27
"Piggott School District","0511370","AR","2020",41
"Piggott School District","0511370","AR","2021",40
"Piggott School District","0511370","AR","2022",36
"Pine Bluff School District","0500026","AR","2017",23
"Pine Bluff School District","0500026","AR","2018",43
"Pine Bluff School District","0500026","AR","2019",51
"Pine Bluff School District","0500026","AR","2020",67
